204504018;1842.1
281098216;2523.81
220896706;1615.34
295602419;1685.19
238920503;1562.56
254800510;2211.07
239542792;2839.62
235274840;2549.12
298802938;2762.85
295980482;1916.27
290543306;1820.81
245090184;2476.07
216705950;2206.25
218800310;2529.44
226026668;2884.46
246242600;1603.84
229657237;2924.17
205432235;2600.89
265533546;1714.29
283265182;2689.66
278391804;2188.11
238179084;2711.22
234664964;2789.64
230391780;2036.71
200111629;2959.29
262182044;2133.1
268465704;2471.12
299812532;2397.16
207997182;2038.87
291207175;1559.36
209073232;2792.85
225448714;1816.31
284998976;2604.64
201039538;2267.76
245625754;2620.44
255250463;2122.56
218767245;2552.79
258032472;2256.49
214086960;2932.89
208800449;2825.81
265817065;2385.05
203906728;1768.39
239970855;1829.86
246692702;2751.77
204193703;1793.08
226295871;1728.09
216124512;2676.16
250440262;2183.0
231159385;2816.08
297249117;2977.1
281370692;1802.15
200685705;1727.6
246909961;2062.51
281097918;2621.54
291703073;2612.37
253348863;2127.39
236578465;1934.18
230208072;2785.28
275000016;1668.9
293487162;2091.12
263806763;1755.19
272115311;2382.18
255481242;2826.77
250493493;2046.85
290356051;2432.34
292936826;1786.73
295530620;2482.32
288697189;1515.35
259562473;1706.68
271867753;1549.99
295971806;2304.49
226816266;2616.46
259440006;2253.26
273033471;2789.47
285206958;1696.33
242559118;2748.12
265897176;2983.83
290529589;2223.34
244146502;2224.62
209566493;1868.39
210858790;2948.07
209257048;2414.84
242413592;2918.58
268999329;2481.36
289776298;2019.04
259628404;1712.22
253091317;1528.18
272324239;2643.26
215735413;1583.06
239013282;1500.14
269692960;2794.01
242738145;2095.94
233257852;2484.32
264023351;2720.83
277985097;1870.22
259988506;1562.98
259984778;1859.29
267777439;1666.09
210813535;2267.21
257911414;2732.06
206055990;2076.08
285703506;1694.13
207419469;2078.29
