143930445;1747.95
127205555;2452.63
107316751;2619.46
188925452;1651.47
132654828;2219.13
133185810;2588.9
122408571;2997.0
173570047;1513.94
109802496;1697.24
117760636;1660.71
147926815;2905.24
196532964;1508.0
185117678;2610.99
171642027;2543.23
154536396;2473.91
129848806;2127.27
135448448;2112.9
171372150;2346.42
167880799;2021.62
109630771;2245.6
166359742;2350.06
129188326;1541.02
155137045;2295.05
178198784;1908.97
135665881;2796.24
110019444;1616.53
156331229;2385.3
100294940;2910.1
179090395;2725.06
172770683;2070.54
102494281;2055.86
121972225;2852.83
115243943;2309.54
185272804;2054.07
109890291;1652.57
178889889;2287.11
145923334;2046.47
119173554;2020.04
115203482;2863.67
128058813;2639.8
188164041;2534.26
171269175;2502.93
120229343;1963.04
172601896;2366.95
145596617;1605.07
135931334;2745.11
185155525;2399.72
179356820;2687.17
117467860;2848.25
131725168;2424.95
157388155;1714.17
119246864;2412.18
144915854;2054.05
159990373;1820.96
165845928;1647.95
106073930;1689.42
150830967;2411.9
170525140;1895.21
107389026;2464.99
152786957;2696.96
155039774;1503.89
105564671;1730.61
104573247;1793.95
166615491;1710.63
145497458;2437.6
103012416;1630.56
106350095;2936.07
179525309;2763.75
183316442;1926.26
158002887;2695.21
110532572;2332.56
125267728;2016.1
123393806;2562.88
179150424;2647.84
157744689;2273.7
117991397;2633.95
143453880;1792.92
108862731;2348.55
112794516;2487.01
193807439;2141.59
193188103;2457.98
172548264;2774.69
172207419;2858.55
158413547;1617.6
144255151;2748.81
108076766;2411.32
162927794;2757.54
141010497;2141.63
104533430;1611.34
104786726;2519.68
144840937;2532.48
199509259;1572.8
170851063;1685.7
145453905;2174.68
193110725;2037.61
151422886;1750.21
198895018;2099.75
